,ObservationID,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,UVIndex,Visibility_km,DewPoint,RainTomorrow
56,W0057,2018-06-06,Adelaide,15.0,22.8,0.2,1.9,11.5,SE,34.0,NW,W,20.0,33.0,47.0,36.0,1027.9,1025.6,4.0,4.0,17.3,20.4,No,8.0,10.5,14.890471092077089,No
57,W0058,2022-02-24,Cairns,21.4,35.0,0.8,1.0,7.1,SW,17.0,NNE,SSE,4.0,21.0,45.0,23.0,1014.7,1022.1,3.0,3.0,27.3,30.4,Yes,6.0,37.9,22.0,No
58,W0059,2016-04-15,Melbourne,14.0,21.5,3.1,8.4,10.7,E,19.0,WNW,WSW,14.0,23.0,63.0,25.0,1024.6,1015.0,2.0,3.0,17.1,18.3,No,2.0,9.6,17.8,No
59,W0060,2022-07-08,Perth,14.4,22.1,0.9,5.2,4.6,ENE,38.0,S,NW,21.0,3.0,41.0,16.0,1017.3,1014.55,5.0,5.0,17.3,20.0,Yes,9.0,12.9,11.5,No
60,W0061,2019-05-07,Brisbane,18.8,26.7,2.3,10.6,4.6,NE,31.0,S,N,1.0,9.0,35.0,65.0,1011.3,1018.7,0.0,5.0,19.0,26.0,No,9.0,21.3,19.7,No
61,W0062,2018-03-29,Darwin,22.7,35.5,5.0,7.0,0.6,W,29.264835164835166,WNW,NW,46.0,42.0,90.0,66.0,1012.9,997.4,4.0,7.0,24.4,30.4,No,3.0,21.3,26.4,Yes
62,W0063,2017-04-15,Sydney,10.7,21.4,2.5,0.3,9.1,NW,32.0,N,WSW,13.0,6.0,68.0,35.0,1023.3,1016.9,5.0,2.0,13.9,21.1,No,3.0,37.7,5.9,No
63,W0064,2018-08-22,Hobart,10.8,20.7,4.3,7.3,11.5,ENE,11.0,WSW,N,1.0,9.0,65.0,50.0,1029.3,1010.7,2.0,0.0,15.0,19.5,Yes,2.0,10.0,15.7,No
64,W0065,2016-05-10,Canberra,5.0,15.1,1.6,9.6,4.1,E,13.0,WSW,E,21.0,29.0,34.0,59.0,1020.4,1011.8,5.0,4.0,7.4,10.5,No,3.0,40.7,8.6,No
65,W0066,2016-12-15,Newcastle,13.8,26.3,1.7,11.0,11.3,SSW,24.0,E,E,16.0,14.0,67.0,32.0,1012.7,1019.2,5.0,4.0,16.9,25.9,No,6.0,5.7,16.4,No
66,W0067,2017-04-30,Brisbane,17.0,25.4,0.9,11.9,8.9,NW,16.0,N,SE,16.0,28.0,25.0,46.0,1012.7,1014.0,3.0,4.0,20.8,21.7,Yes,6.0,12.6,17.2,No
67,W0068,2017-10-20,Hobart,6.0,16.2,6.5,0.6,3.9,SE,29.264835164835166,SSW,WNW,25.0,22.0,65.0,70.0,1013.9,1006.2,8.0,8.0,8.9,12.6,No,10.0,30.7,10.1,Yes
68,W0069,2022-11-23,Townsville,22.7,36.7,1.5,6.5,6.1,WSW,32.0,ENE,S,30.0,22.0,39.0,15.0,1024.7,1010.7,0.0,0.0,28.1,35.3,No,9.0,23.9,26.5,No
69,W0070,2021-04-10,Canberra,5.3,19.1,3.8,4.1,4.7,NE,0.0,SW,WNW,20.0,17.0,37.0,47.0,1022.4,1026.7,1.0,3.0,12.0,17.0,Yes,2.0,8.0,4.6,No
70,W0071,2022-01-08,Wollongong,11.7,21.5,4.3,10.0,11.3,WNW,30.0,SSW,S,2.0,12.0,57.0,61.0,1016.3,1012.3,0.0,1.0,13.2,20.7,No,3.0,18.2,8.5,No
71,W0072,2015-08-22,Townsville,23.8,28.1,0.9,8.6,12.8,SW,41.0,ESE,NW,13.0,4.0,59.0,38.0,1016.2728368017525,1015.0,4.0,3.0,24.0,26.4,No,10.0,18.2,14.890471092077089,No
72,W0073,2018-01-06,Melbourne,7.8,20.4,1.6,5.3,7.243421052631579,WNW,29.0,SSW,S,19.0,19.0,51.0,59.0,1016.3,1019.8,4.0,2.0,7.9,14.8,Yes,7.0,26.7,6.9,No
73,W0074,2017-05-19,Melbourne,10.0,17.5,1.2,10.0,12.8,NE,8.0,WNW,SE,23.0,29.0,53.0,32.0,1020.5,1020.3,4.0,3.0,13.3,17.0,No,2.0,9.3,14.3,No
74,W0075,2015-05-30,Brisbane,16.6,29.4,2.4,2.9,4.9,WNW,66.0,W,NNE,40.0,26.0,67.0,64.0,1012.2,1008.0,6.0,8.0,22.7,28.1,Yes,11.0,21.8,11.6,Yes
75,W0076,2018-06-29,Canberra,5.9,16.4,0.1,4.5,12.3,NE,37.0,NE,N,8.0,32.0,28.0,25.0,1018.1,1018.6,0.0,3.0,9.2,13.2,No,1.0,18.5,7.7,No
76,W0077,2020-09-03,Sydney,11.4,26.8,2.9,9.9,10.1,S,28.0,NE,WSW,16.0,17.0,30.0,37.0,1014.6,1026.8,1.0,3.0,15.3,26.6,Yes,7.0,8.5,13.1,No
77,W0078,2018-05-15,Sydney,16.6,19.7,2.5,14.2,11.3,E,39.0,NE,NE,13.0,26.0,56.0,21.0,1013.5,1014.55,4.0,5.0,17.0,18.5,No,11.0,22.2,18.3,No
78,W0079,2016-03-11,Darwin,26.0,31.5,2.6,14.0,1.8,SW,29.264835164835166,NNW,W,41.0,47.0,61.0,62.0,1016.2728368017525,1007.7,5.0,8.0,27.6,29.2,Yes,2.0,7.9,30.9,Yes
79,W0080,2020-08-01,Sydney,10.6,27.7,1.6,12.0,12.6,W,0.0,NE,ESE,17.0,11.0,53.0,57.0,1026.5,1014.3,1.0,1.0,10.7,27.7,No,6.0,22.2,10.8,No
80,W0081,2016-03-22,Hobart,10.7,14.1,3.7,1.4,7.243421052631579,SW,23.0,NW,NNE,21.0,14.0,56.0,35.0,1022.0,1013.9,3.0,3.0,11.4,13.4,No,1.0,30.4,15.4,No
81,W0082,2017-02-20,Adelaide,11.1,19.8,2.8,8.8,7.243421052631579,N,42.0,W,SE,13.0,9.0,64.0,48.0,1016.5,1017.0,2.0,1.0,13.8,16.3,No,2.0,19.3,14.7,No
82,W0083,2019-10-15,Brisbane,20.7,31.8,1.8,4.2,11.4,WSW,23.0,ENE,S,4.0,33.0,28.0,37.0,1011.4,1010.0,5.0,0.0,23.6,31.2,No,3.0,46.8,23.1,No
83,W0084,2015-02-25,Newcastle,16.9,26.5,3.0,7.7,9.2,E,25.0,ESE,WNW,3.0,22.0,30.0,33.0,1011.9,1011.7,4.0,0.0,20.0,25.7,No,10.0,28.5,19.0,No
84,W0085,2016-09-28,Brisbane,18.9,23.8,0.2,14.3,6.4,S,17.0,SSW,NW,3.0,15.0,70.0,38.0,1025.4,1026.2,1.0,4.0,19.5,22.2,Yes,6.0,26.4,14.890471092077089,No
85,W0086,2017-06-02,Canberra,9.4,23.6,2.9,10.8,7.243421052631579,SE,36.0,N,SE,23.0,19.0,72.0,68.0,1004.1,1008.6,6.0,8.0,12.4,18.9,Yes,5.0,20.4,8.2,Yes
86,W0087,2020-12-08,Sydney,12.5,22.1,3.5,8.1,9.9,ESE,42.0,WNW,WNW,18.0,27.0,64.0,26.0,1027.1,1014.1,0.0,1.0,15.7,20.0,No,10.0,47.6,14.890471092077089,No
87,W0088,2019-04-20,Cairns,22.5,35.4,3.3,9.3,4.8,ENE,36.0,E,NNW,24.0,19.0,58.0,42.0,1024.1,1010.2,1.0,3.0,26.9,30.0,No,11.0,6.6,19.4,No
88,W0089,2018-04-02,Adelaide,11.0,28.3,4.1,0.9,5.0,N,28.0,WSW,E,21.0,18.0,28.0,63.0,1011.0,1024.6,0.0,3.0,11.3,24.3,No,5.0,31.4,12.4,No
89,W0090,2020-08-30,Hobart,5.5,23.6,1.3,5.9,5.7,SW,12.0,N,W,29.0,0.0,29.0,17.0,1030.0,1019.3,3.0,5.0,11.9,16.4,No,8.0,25.3,9.6,No
90,W0091,2020-05-24,Canberra,8.9,20.0,3.0,9.2,12.7,N,36.0,E,ENE,21.0,25.0,32.0,35.0,1021.9,1009.3,5.0,2.0,9.2,18.3,No,7.0,6.4,11.6,No
91,W0092,2016-12-14,Wollongong,11.5,22.6,4.6,2.0,9.0,NW,33.0,SSE,ESE,18.0,22.0,42.0,50.0,1028.6,1019.9,4.0,1.0,12.3,19.6,Yes,3.0,44.3,16.3,No
92,W0093,2016-01-19,Brisbane,17.7,31.4,0.2,1.2,7.243421052631579,ENE,25.0,NNE,SSW,20.0,4.0,43.0,20.0,1016.2728368017525,1022.4,1.0,5.0,23.1,29.3,No,2.0,11.0,17.8,No
93,W0094,2018-11-05,Canberra,9.0,17.3,4.7,1.3,5.5,NE,17.0,SSE,NE,26.0,20.0,61.0,33.0,1029.7,1020.0,0.0,4.0,11.1,16.8,No,5.0,41.3,12.6,No
94,W0095,2019-10-05,Canberra,10.4,19.1,2.9,1.5,0.1,N,72.0,NE,NE,48.0,57.0,56.0,78.0,996.6,993.7,7.0,5.0,12.2,15.1,No,2.0,39.8,5.7,Yes
95,W0096,2020-10-16,Perth,15.7,21.9,4.8,1.4,7.243421052631579,NW,13.0,S,S,29.0,18.0,47.0,35.0,1010.8,1019.2,5.0,2.0,16.6,20.1,No,10.0,38.7,20.3,No
96,W0097,2021-07-01,Melbourne,7.5,25.0,4.7,13.3,8.6,SSE,16.0,NE,WNW,30.0,8.0,43.0,62.0,1012.6,1019.6,2.0,2.0,15.1,19.2,No,10.0,41.8,5.7,No
97,W0098,2021-04-14,Brisbane,15.6,23.1,3.3,8.0,10.4,ENE,8.0,E,E,18.0,14.0,45.0,55.0,1023.4,1014.55,1.0,0.0,19.3,20.6,No,8.0,48.2,13.1,No
98,W0099,2017-06-24,Darwin,23.7,33.2,1.7,14.5,4.0,W,38.0,W,NW,0.0,15.0,63.0,60.0,1013.3,1014.55,5.0,2.0,24.5,29.2,No,9.0,8.4,25.9,No
99,W0100,2020-08-27,Darwin,25.5,35.0,6.9,13.9,5.2,NE,0.0,SE,ESE,45.0,31.0,87.0,92.0,1011.0,1007.7,8.0,8.0,28.6,34.2,Yes,6.0,18.0,14.890471092077089,Yes
100,W0101,2022-07-21,Darwin,24.2,36.8,2.8,6.4,11.2,SSW,38.0,W,S,28.0,10.0,38.0,36.0,1018.1,1014.55,2.0,5.0,25.9,32.3,No,6.0,10.7,22.1,No
101,W0102,2018-03-11,Darwin,22.1,33.8,3.3,14.6,12.5,S,31.0,N,W,8.0,17.0,67.0,17.0,1023.6,1012.5,3.0,4.0,24.4,32.8,No,5.0,29.1,23.2,No
102,W0103,2016-10-15,Canberra,9.4,25.767203219315896,0.5,2.7,10.1,SSE,35.0,SE,ESE,17.0,20.0,40.0,25.0,1010.9,1013.2,4.0,2.0,10.5,15.3,Yes,4.0,33.0,5.6,No
103,W0104,2015-02-27,Newcastle,14.6,26.8,1.5,9.0,5.0,WNW,35.0,S,WNW,1.0,15.0,58.0,18.0,1015.6,1022.8,1.0,3.0,16.7,25.4,No,8.0,46.3,15.4,No
104,W0105,2015-05-20,Sydney,16.2,24.1,3.9,7.3,9.4,NNE,18.0,NNW,WNW,18.0,29.0,29.0,18.0,1026.9,1026.9,1.0,3.0,16.5,23.4,No,11.0,33.4,18.7,No
105,W0106,2021-04-28,Newcastle,11.5,24.3,3.05,8.9,0.1,SSW,29.264835164835166,S,NNE,54.0,35.0,99.0,95.0,1009.5,1007.4,5.0,7.0,13.7,20.3,Yes,5.0,25.2,16.5,Yes
106,W0107,2022-06-07,Adelaide,13.5,25.767203219315896,1.1,5.1,7.9,SSW,13.0,W,ESE,8.0,21.0,63.0,-5.0,1012.6,1022.5,5.0,0.0,14.4,22.0,No,11.0,13.8,18.2,No
107,W0108,2019-01-23,Wollongong,11.2,24.3,3.0,4.0,6.3,E,29.264835164835166,WSW,E,26.0,20.0,70.0,45.0,1015.1,1010.3,3.0,3.0,14.4,22.6,No,10.0,18.2,7.0,No
108,W0109,2017-06-20,Sydney,16.3,26.7,0.4,2.6,7.243421052631579,SW,12.0,E,N,17.0,10.0,59.0,21.0,1010.1,1011.8,2.0,3.0,17.7,23.2,No,3.0,31.5,21.2,No
109,W0110,2020-04-06,Cairns,24.6,27.5,2.7,2.3,5.1,47,29.264835164835166,E,SE,19.0,35.0,92.0,65.0,1016.2728368017525,994.5,8.0,4.0,24.9,26.1,No,2.0,22.2,28.0,Yes
110,W0111,2015-10-23,Cairns,18.9,28.9,4.3,8.5,8.0,WSW,7.0,ESE,SSE,18.0,11.0,106.0,44.0,1016.1,1015.9,2.0,1.0,20.6,24.3,Yes,10.0,9.0,22.8,No
111,W0112,2018-08-12,Canberra,10.3,20.2,4.2,5.4,5.5,W,11.0,ESE,SSE,21.0,17.0,60.0,35.0,1017.2,1015.4,0.0,4.0,14.2,15.5,Yes,9.0,20.1,14.890471092077089,No
112,W0113,2020-08-12,Townsville,20.6,35.1,2.4,11.5,3.4,SW,40.0,NE,E,34.0,26.0,74.0,63.0,1009.8,1000.7,5.0,5.0,27.4,33.8,No,2.0,47.0,22.9,Yes
113,W0114,2015-10-21,Sydney,16.9,20.1,3.4,1.6,4.8,W,35.0,E,SE,45.0,45.0,66.0,91.0,1010.3,1008.5,3.0,3.0,17.6,19.7,No,7.0,12.9,18.2,Yes
114,W0115,2021-08-10,Perth,18.2,21.3,2.4,4.7,4.2,WSW,20.0,WSW,ESE,6.0,13.0,64.0,51.0,1016.2728368017525,1010.0,4.0,5.0,18.7,20.0,No,7.0,28.7,20.8,No
115,W0116,2022-08-28,Darwin,24.8,33.2,0.6,2.9,5.3,E,12.0,NW,ENE,11.0,31.0,42.0,49.0,1012.4,1014.55,2.0,4.0,26.7,31.4,Yes,10.0,32.2,24.5,No
116,W0117,2016-05-24,Wollongong,16.5,21.9,2.4,10.6,1.1,SW,70.0,ENE,ESE,37.0,56.0,71.0,85.0,995.2,997.7,5.0,7.0,17.3,20.4,Yes,9.0,13.8,12.0,Yes
117,W0118,2021-06-14,Canberra,7.8,25.767203219315896,2.9,11.5,4.8,SW,18.0,NNE,NE,19.0,33.0,56.0,59.0,1011.3,1017.7,3.0,1.0,10.7,15.9,No,7.0,20.1,10.8,No
118,W0119,2019-05-12,Cairns,18.6,34.8,3.6,3.7,4.2,NE,21.0,SE,SSW,5.0,17.0,67.0,47.0,1019.1,1015.8,4.0,1.0,25.1,33.8,No,5.0,30.2,14.8,No
119,W0120,2022-09-01,Canberra,11.1,21.4,0.1,13.9,7.243421052631579,SE,28.0,ENE,ESE,30.0,35.0,30.0,52.0,1012.2,1014.55,3.0,0.0,12.5,21.3,No,5.0,30.7,11.5,No
120,W0121,2016-10-24,Newcastle,16.2,21.2,3.1,2.3,10.8,N,16.0,E,S,7.0,23.0,30.0,64.0,1025.0,1018.4,5.0,3.0,17.4,19.7,No,7.0,35.6,19.5,No
