,ObservationID,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,UVIndex,Visibility_km,DewPoint,RainTomorrow
10,W0011,2016-03-26,Sydney,0.3765690376569038,0.44444444444444436,0.4225352112676056,0.3876651982378855,0.12857142857142856,NE,0.9444444444444444,NNE,ESE,0.2777777777777778,0.2807017543859649,0.6049382716049383,0.5555555555555555,0.10601719197707737,0.11714285714285921,0.875,0.875,0.42063492063492064,0.3905723905723905,No,0.5000000000000001,0.6822222222222223,0.43548387096774194,Yes
11,W0012,2018-03-27,Perth,0.3598326359832636,0.6632996632996633,0.352112676056338,0.5374449339207049,0.37142857142857144,NNE,0.125,NW,SE,0.37037037037037035,0.5438596491228069,0.09876543209876543,0.5740740740740741,0.6217765042979941,0.6157142857142865,0.375,0.625,0.484126984126984,0.5218855218855218,No,1.0,0.04444444444444444,0.29354838709677417,No
12,W0013,2022-07-29,Perth,0.46443514644351463,0.47474747474747464,0.4225352112676056,0.8854625550660793,0.6714285714285714,W,0.09722222222222221,N,WSW,0.12962962962962962,0.24561403508771928,0.5061728395061729,0.5833333333333333,0.8395415472779391,0.562857142857144,0.375,0.375,0.5079365079365079,0.38720538720538716,No,0.0,0.36888888888888893,0.41612903225806447,No
13,W0014,2022-09-12,Newcastle,0.2677824267782427,0.3905723905723905,0.4788732394366197,0.9251101321585904,0.4571428571428572,NNW,0.15277777777777776,S,NNE,0.0,0.2631578947368421,0.18518518518518517,0.5092592592592592,0.4383954154727796,0.7542857142857144,0.625,0.375,0.28968253968253965,0.3501683501683501,No,0.0,0.4444444444444445,0.25806451612903225,No
14,W0015,2021-02-24,Darwin,0.7154811715481173,0.9932659932659931,0.29577464788732394,0.7180616740088106,0.3214285714285714,WNW,0.611111111111111,W,WNW,0.3333333333333333,0.2807017543859649,0.765432098765432,0.6851851851851851,0.4527220630372497,0.2799999999999976,0.625,0.75,0.896825396825397,0.8484848484848484,Yes,0.7000000000000001,0.4822222222222223,0.47066035780893833,Yes
15,W0016,2020-10-28,Cairns,0.6569037656903767,0.8114478114478112,0.18309859154929578,0.6872246696035242,0.4571428571428572,NE,0.3472222222222222,NW,W,0.38888888888888884,0.47368421052631576,0.22222222222222215,0.2962962962962963,0.6066715415974961,0.5600000000000023,0.0,0.375,0.8650793650793651,0.734006734006734,No,1.0,0.9288888888888889,0.5516129032258065,No
16,W0017,2017-03-25,Darwin,0.7824267782426779,0.8417508417508415,0.18309859154929578,0.49779735682819387,0.6428571428571428,WSW,0.3472222222222222,SSE,WNW,0.18518518518518517,0.5614035087719298,0.22222222222222215,0.34259259259259256,0.4899713467048734,0.6571428571428584,0.5,0.25,0.7420634920634919,0.8181818181818181,No,0.7000000000000001,0.5733333333333334,0.6580645161290323,No
17,W0018,2019-07-30,Darwin,0.7196652719665273,0.7272727272727271,0.38028169014084506,0.6784140969162996,0.20714285714285713,SSW,0.40645604395604396,N,NW,0.5,0.3333333333333333,0.7407407407407407,0.6388888888888888,0.49856733524355334,0.02571428571428669,0.875,0.875,0.8055555555555556,0.67003367003367,Yes,0.20000000000000004,0.4133333333333334,0.567741935483871,Yes
18,W0019,2021-05-20,Sydney,0.48953974895397495,0.5207812531756193,0.4225352112676056,0.4405286343612335,0.41428571428571426,NE,0.736111111111111,NE,ESE,0.3333333333333333,0.2982456140350877,0.5925925925925926,0.6481481481481481,0.12034383954154748,0.4085714285714275,0.5,1.0,0.5079365079365079,0.43771043771043766,Yes,0.1,0.2733333333333334,0.5483870967741936,Yes
19,W0020,2016-02-13,Cairns,0.7656903765690377,0.6666666666666665,0.11267605633802816,0.38325991189427316,0.8999999999999999,W,0.4305555555555555,SW,NNW,0.35185185185185186,0.2631578947368421,0.07407407407407407,0.48148148148148145,0.9426934097421231,0.6157142857142865,0.5,0.25,0.8174603174603174,0.6026936026936025,Yes,0.0,0.6155555555555556,0.8483870967741935,No
20,W0021,2017-06-02,Cairns,0.7907949790794979,0.5622895622895623,0.5492957746478873,0.7400881057268722,0.9428571428571427,NE,0.4722222222222222,WNW,NNW,0.35185185185185186,0.22807017543859648,0.2839506172839506,0.6481481481481481,0.7965616045845287,0.8542857142857123,0.625,0.0,0.7619047619047619,0.5555555555555556,No,0.8,0.8977777777777778,0.6225806451612904,No
21,W0022,2022-06-17,Perth,0.594142259414226,0.5488215488215489,0.4225352112676056,0.709251101321586,0.5888157894736842,WNW,0.19444444444444442,SSE,WSW,0.3333333333333333,0.3508771929824561,0.5555555555555556,0.4629629629629629,0.7277936962750715,0.6657142857142837,0.375,0.125,0.5198412698412698,0.5757575757575757,Yes,1.0,0.6355555555555555,0.5612903225806452,No
22,W0023,2019-05-12,Townsville,0.8158995815899583,0.569023569023569,0.352112676056338,0.4273127753303965,0.2714285714285714,NW,0.8333333333333333,SSW,SE,0.3333333333333333,0.7017543859649122,0.6296296296296295,0.861111111111111,0.0028653295128968637,0.19142857142857395,1.0,0.5,0.75,0.5622895622895623,Yes,0.4,0.2088888888888889,0.8677419354838709,Yes
23,W0024,2022-04-01,Canberra,0.16736401673640172,0.33670033670033667,0.08450704225352113,0.8502202643171806,0.5714285714285714,NE,0.3333333333333333,W,S,0.2037037037037037,0.2807017543859649,0.5308641975308641,0.28703703703703703,0.7879656160458488,0.654285714285713,0.375,0.625,0.23412698412698407,0.30976430976430974,No,0.6000000000000001,0.19777777777777783,0.14838709677419357,No
24,W0025,2015-11-04,Cairns,0.7991631799163181,0.7845117845117844,0.352112676056338,0.7841409691629957,0.6285714285714284,NE,0.20833333333333331,SW,WSW,0.4444444444444444,0.21052631578947367,0.2839506172839506,0.4074074074074074,0.7965616045845287,0.937142857142856,0.5,0.625,0.7380952380952381,0.67003367003367,No,0.7000000000000001,0.7755555555555556,0.8967741935483872,No
25,W0026,2022-07-29,Sydney,0.2845188284518829,0.4983164983164983,0.16901408450704228,0.6563876651982379,0.5888157894736842,NE,0.2361111111111111,WSW,NW,0.2037037037037037,0.6140350877192982,0.1728395061728395,0.537037037037037,0.7621776504298019,0.6157142857142865,0.125,0.375,0.3769841269841269,0.4208754208754209,Yes,0.9,0.05111111111111109,0.47066035780893833,No
26,W0027,2015-03-20,Darwin,0.6903765690376571,0.8451178451178449,0.323943661971831,0.37885462555066085,0.5357142857142857,E,0.15277777777777776,NNE,ENE,0.2037037037037037,0.12280701754385964,0.43209876543209874,0.23148148148148145,0.6131805157593142,0.6999999999999993,0.625,0.375,0.9007936507936507,0.6868686868686869,No,0.20000000000000004,0.30000000000000004,0.5225806451612903,No
27,W0028,2020-11-01,Cairns,0.7698744769874477,0.6565656565656566,0.18309859154929578,0.7577092511013217,0.6499999999999999,E,0.4305555555555555,SSW,NE,0.37037037037037035,0.43859649122807015,0.08641975308641975,0.37037037037037035,0.7736389684813787,0.5685714285714276,0.25,0.0,0.7896825396825398,0.6666666666666667,No,0.30000000000000004,0.7044444444444445,0.6,No
28,W0029,2020-04-22,Wollongong,0.3096234309623431,0.34006734006734,0.16901408450704228,0.4405286343612335,0.11428571428571427,NW,0.986111111111111,SSE,ENE,0.8888888888888888,0.3684210526315789,0.4567901234567901,0.7222222222222222,0.1776504297994279,0.4400000000000013,0.5,0.625,0.30158730158730157,0.38047138047138046,Yes,1.0,0.013333333333333322,0.48064516129032253,Yes
29,W0030,2015-01-07,Perth,0.5648535564853558,0.6801346801346799,0.6901408450704225,0.37885462555066085,0.6428571428571428,ENE,0.125,NE,WNW,0.05555555555555555,0.3684210526315789,0.39506172839506176,0.6018518518518519,0.5243553008596002,0.8914285714285732,0.0,0.25,0.5515873015873016,0.6161616161616161,Yes,0.4,0.9111111111111112,0.49032258064516127,Yes
30,W0031,2019-08-25,Darwin,0.7196652719665273,0.6734006734006732,0.9436619718309859,0.8986784140969164,0.22142857142857142,E,0.40645604395604396,SSW,S,0.5555555555555556,0.40350877192982454,0.8641975308641974,0.787037037037037,0.045845272206307186,0.06571428571428584,0.625,0.75,0.7976190476190477,0.5723905723905724,Yes,0.30000000000000004,0.8377777777777778,0.5774193548387097,Yes
31,W0032,2018-11-11,Cairns,0.6694560669456069,0.8215488215488216,0.4507042253521127,0.5110132158590308,0.6928571428571427,WNW,0.16666666666666666,SE,NW,0.38888888888888884,0.5614035087719298,0.09876543209876543,0.4722222222222222,0.47851002865329306,0.8200000000000003,0.375,0.125,0.7738095238095237,0.6363636363636362,Yes,0.4,0.5333333333333333,0.5193548387096774,No
32,W0033,2018-05-25,Sydney,0.44769874476987453,0.5252525252525251,0.5070422535211268,0.7048458149779737,0.4214285714285715,SE,0.3611111111111111,W,SE,0.018518518518518517,0.40350877192982454,0.4691358024691357,0.5925925925925926,0.5587392550143271,0.5942857142857143,0.25,0.125,0.42063492063492064,0.4276094276094276,Yes,0.4,0.3488888888888889,0.35806451612903223,No
33,W0034,2017-12-07,Adelaide,0.3682008368200838,0.3265993265993266,0.2394366197183099,0.6872246696035242,0.5214285714285714,NE,0.125,S,S,0.5185185185185185,0.17543859649122806,0.1111111111111111,0.23148148148148145,0.8997134670487128,0.6514285714285712,0.375,0.25,0.3531746031746031,0.2693602693602693,No,0.1,0.42,0.5483870967741936,No
34,W0035,2019-07-12,Sydney,0.46443514644351463,0.5959595959595958,0.2394366197183099,0.748898678414097,0.9142857142857143,NE,0.15277777777777776,S,E,0.3333333333333333,0.5087719298245614,0.5432098765432098,0.6481481481481481,0.6066715415974961,0.5114285714285707,0.375,0.125,0.4126984126984126,0.643097643097643,No,0.6000000000000001,0.3311111111111111,0.6129032258064516,No
35,W0036,2016-11-17,Townsville,0.602510460251046,0.8383838383838385,0.5492957746478873,0.7004405286343612,0.9357142857142856,WSW,0.18055555555555555,NW,SE,0.12962962962962962,0.2631578947368421,0.24691358024691362,0.3055555555555555,0.6103151862464173,0.6742857142857162,0.125,0.375,0.5952380952380951,0.8585858585858586,No,0.8,0.9155555555555557,0.47066035780893833,No
36,W0037,2018-08-19,Wollongong,0.25941422594142266,0.6127946127946127,0.2112676056338028,0.8458149779735684,0.5888157894736842,NE,0.5416666666666666,WNW,NNE,0.31481481481481477,0.45614035087719296,0.012345679012345678,0.5092592592592592,0.6066715415974961,0.9971428571428618,0.125,0.625,0.2698412698412698,0.4713804713804714,No,0.7000000000000001,0.29777777777777775,0.3483870967741935,No
37,W0038,2019-04-07,Melbourne,0.15481171548117156,0.25252525252525254,0.4014084507042254,0.37004405286343617,0.23571428571428568,NNW,0.40645604395604396,NNE,W,0.3333333333333333,0.40350877192982454,0.8148148148148147,0.8888888888888888,0.33524355300859554,0.07142857142857295,0.625,0.5,0.2182539682539682,0.14478114478114473,No,0.8,0.5377777777777777,0.08709677419354839,Yes
38,W0039,2018-01-04,Canberra,0.06276150627615062,0.32323232323232315,0.323943661971831,0.5770925110132159,0.5928571428571427,SSW,0.3333333333333333,SSE,SSE,0.35185185185185186,0.14035087719298245,0.34567901234567905,0.20370370370370366,0.6066715415974961,0.774285714285714,0.0,0.625,0.2936507936507936,0.15488215488215484,No,0.7000000000000001,0.9333333333333333,0.47066035780893833,No
39,W0040,2022-08-16,Brisbane,0.6066945606694563,0.5589225589225588,0.2394366197183099,0.4757709251101322,0.7,NE,0.5416666666666666,WSW,SSE,0.2037037037037037,0.43859649122807015,0.3209876543209876,0.23148148148148145,0.6066715415974961,0.5971428571428561,0.125,0.625,0.5476190476190477,0.5555555555555556,No,0.6000000000000001,0.42444444444444446,0.6096774193548387,No
40,W0041,2022-08-24,Cairns,0.7866108786610879,0.7306397306397305,0.11267605633802816,0.39647577092511016,0.4357142857142856,NNW,0.5138888888888888,SE,ESE,0.14814814814814814,0.3508771929824561,0.4567901234567901,0.5462962962962963,0.6066715415974961,0.7485714285714309,0.125,0.625,0.8293650793650795,0.7441077441077442,No,0.8,0.7,0.567741935483871,No
41,W0042,2017-02-11,Perth,0.393305439330544,0.7239057239057238,0.2676056338028169,0.6607929515418502,0.5714285714285714,WSW,0.1388888888888889,SE,NNE,0.4629629629629629,0.6140350877192982,0.3333333333333333,0.5833333333333333,0.5014326647564502,0.43714285714285595,0.125,0.375,0.5634920634920635,0.48821548821548816,No,0.8,0.14666666666666667,0.27096774193548384,No
42,W0043,2021-02-10,Newcastle,0.5397489539748954,0.30976430976430974,0.4436619718309859,0.8986784140969164,0.3642857142857142,S,0.625,WSW,NNW,0.9444444444444444,1.0,0.38271604938271603,0.7407407407407407,0.4498567335243564,0.4457142857142884,0.5,0.625,0.4880952380952381,0.35353535353535354,Yes,0.6000000000000001,0.8577777777777778,0.664516129032258,Yes
43,W0044,2017-06-27,Darwin,0.7573221757322177,1.0,0.04225352112676057,0.9559471365638768,0.7785714285714286,NE,0.29166666666666663,SW,NW,0.12962962962962962,0.5964912280701754,0.024691358024691357,0.21296296296296297,0.8767908309455628,0.9771428571428586,0.375,0.625,0.876984126984127,0.7643097643097643,No,1.0,0.8488888888888889,0.8387096774193549,No
44,W0045,2021-11-26,Canberra,0.10460251046025104,0.34006734006734,0.3380281690140845,0.6607929515418502,0.5888157894736842,NNE,0.125,NE,E,0.4629629629629629,0.17543859649122806,0.3703703703703703,0.5185185185185185,0.9885386819484232,0.5514285714285698,0.0,0.25,0.08333333333333331,0.2693602693602693,No,0.6000000000000001,0.6977777777777777,0.17741935483870966,No
45,W0046,2022-06-15,Melbourne,0.32635983263598334,0.41750841750841744,0.3380281690140845,0.9515418502202644,0.47857142857142854,E,0.5694444444444444,S,N,0.37037037037037035,0.10526315789473684,0.30864197530864196,0.5092592592592592,0.6790830945558746,0.5028571428571453,0.625,0.625,0.32936507936507936,0.34680134680134683,No,0.4,0.8999999999999999,0.48709677419354835,No
46,W0047,2015-01-20,Townsville,0.7196652719665273,0.6026936026936027,0.352112676056338,0.9603524229074891,0.34285714285714286,NNE,0.6805555555555555,E,SSE,1.0,0.5614035087719298,0.8518518518518516,0.9537037037037036,0.07163323782235054,0.3028571428571425,1.0,0.75,0.7619047619047619,0.6228956228956228,No,0.4,0.49333333333333335,0.7838709677419355,Yes
47,W0048,2015-03-07,Newcastle,0.5355648535564854,0.5959595959595958,0.4436619718309859,0.775330396475771,0.17857142857142855,SSW,0.40645604395604396,S,WNW,0.8148148148148148,0.49122807017543857,0.7530864197530862,0.5833333333333333,0.2779369627507151,0.562857142857144,0.75,0.5,0.6666666666666667,0.6228956228956228,Yes,0.30000000000000004,0.5511111111111111,0.5483870967741936,Yes
48,W0049,2017-12-16,Townsville,0.8158995815899583,0.7003367003367003,0.16901408450704228,0.814977973568282,0.8642857142857142,SW,0.4861111111111111,ESE,S,0.18518518518518517,0.17543859649122806,0.0,0.611111111111111,0.544412607449857,0.5371428571428574,0.5,0.0,0.876984126984127,0.7441077441077442,No,0.9,0.7355555555555555,0.47066035780893833,No
49,W0050,2021-08-02,Wollongong,0.32635983263598334,0.4478114478114478,0.028169014084507046,0.48017621145374456,0.5857142857142856,S,0.4861111111111111,WSW,NNW,0.18518518518518517,0.17543859649122806,0.2839506172839506,0.3796296296296296,0.47851002865329306,0.4942857142857129,0.625,0.5,0.26587301587301587,0.3333333333333332,No,0.9,0.5422222222222222,0.26774193548387093,No
50,W0051,2017-01-07,Sydney,0.47698744769874485,0.47474747474747464,0.647887323943662,0.4889867841409692,0.9928571428571428,ESE,0.375,W,S,0.16666666666666666,0.43859649122807015,0.5308641975308641,0.25,0.5243553008596002,0.5571428571428569,0.375,0.0,0.5317460317460319,0.4646464646464647,No,0.6000000000000001,0.06888888888888887,0.43225806451612897,No
51,W0052,2019-09-03,Townsville,0.7238493723849373,0.808080808080808,0.352112676056338,0.6828193832599119,0.3571428571428571,S,0.625,SE,WNW,0.8333333333333333,0.40350877192982454,0.5802469135802468,0.9351851851851851,0.25214899713467176,0.4085714285714275,0.625,1.0,0.7738095238095237,0.7138047138047139,No,0.5000000000000001,0.27555555555555555,0.5290322580645161,Yes
52,W0053,2015-01-19,Newcastle,0.2468619246861925,0.36700336700336694,0.4436619718309859,0.8237885462555067,0.4714285714285714,W,0.5833333333333333,W,NE,0.7777777777777777,0.7894736842105263,0.5555555555555556,0.5648148148148148,0.4498567335243564,0.5685714285714276,1.0,0.625,0.2976190476190476,0.2323232323232322,No,0.6000000000000001,0.18888888888888888,0.41290322580645156,Yes
53,W0054,2017-01-29,Canberra,0.2635983263598327,0.26599326599326595,0.3380281690140845,0.6607929515418502,0.5714285714285714,SW,0.29166666666666663,NNE,SSE,0.05555555555555555,0.43859649122807015,0.09876543209876543,0.2685185185185185,0.8108882521489988,0.6085714285714268,0.5,0.625,0.27777777777777773,0.19528619528619523,No,0.20000000000000004,0.3844444444444445,0.39999999999999997,No
54,W0055,2018-12-10,Wollongong,0.3765690376569038,0.30976430976430974,0.352112676056338,0.40528634361233484,0.3999999999999999,SW,0.40645604395604396,N,S,0.5925925925925926,0.5789473684210527,0.4938271604938272,0.7777777777777777,0.5472779369627538,0.2857142857142847,0.5,0.75,0.38492063492063494,0.26599326599326595,Yes,0.6000000000000001,0.8288888888888888,0.4419354838709677,Yes
55,W0056,2017-03-15,Melbourne,0.3556485355648536,0.26599326599326595,0.5492957746478873,0.9911894273127755,0.4214285714285715,WNW,0.18055555555555555,SSE,S,0.5555555555555556,0.3333333333333333,0.037037037037037035,0.6481481481481481,0.6066715415974961,0.45428571428571374,0.375,0.625,0.3611111111111111,0.2929292929292929,No,0.8,0.9977777777777777,0.23548387096774193,No
56,W0057,2018-06-06,Adelaide,0.45606694560669464,0.4208754208754209,0.04225352112676057,0.42290748898678415,0.8928571428571428,SE,0.4722222222222222,NW,W,0.37037037037037035,0.5789473684210527,0.27160493827160487,0.3796296296296296,0.9398280802292298,0.9314285714285688,0.5,0.5,0.4801587301587302,0.3905723905723905,No,0.7000000000000001,0.12222222222222222,0.47066035780893833,No
57,W0058,2022-02-24,Cairns,0.7238493723849373,0.8316498316498315,0.12676056338028172,0.38325991189427316,0.5785714285714285,SW,0.2361111111111111,NNE,SSE,0.07407407407407407,0.3684210526315789,0.24691358024691362,0.25925925925925924,0.561604584527224,0.831428571428571,0.375,0.375,0.876984126984127,0.7272727272727273,Yes,0.5000000000000001,0.731111111111111,0.7000000000000001,No
58,W0059,2016-04-15,Melbourne,0.4142259414225942,0.3771043771043771,0.4507042253521127,0.709251101321586,0.8357142857142856,E,0.2638888888888889,WNW,WSW,0.25925925925925924,0.40350877192982454,0.4691358024691357,0.27777777777777773,0.8452722063037221,0.6285714285714299,0.25,0.375,0.47222222222222227,0.3198653198653198,No,0.1,0.10222222222222223,0.5645161290322581,No
59,W0060,2022-07-08,Perth,0.43096234309623443,0.39730639730639733,0.14084507042253522,0.5682819383259913,0.3999999999999999,ENE,0.5277777777777778,S,NW,0.38888888888888884,0.05263157894736842,0.1975308641975309,0.19444444444444442,0.6361031518624642,0.6157142857142865,0.625,0.625,0.4801587301587302,0.3771043771043771,Yes,0.8,0.17555555555555558,0.36129032258064514,No
60,W0061,2019-05-07,Brisbane,0.6150627615062763,0.5521885521885521,0.3380281690140845,0.8061674008810573,0.3999999999999999,NE,0.4305555555555555,S,N,0.018518518518518517,0.15789473684210525,0.12345679012345678,0.6481481481481481,0.4641833810888265,0.7342857142857149,0.0,0.625,0.5476190476190477,0.5791245791245792,No,0.8,0.3622222222222223,0.6258064516129033,No
61,W0062,2018-03-29,Darwin,0.7782426778242679,0.8484848484848484,0.7183098591549296,0.6475770925110133,0.11428571428571427,W,0.40645604395604396,WNW,NW,0.8518518518518519,0.7368421052631579,0.8024691358024691,0.6574074074074073,0.5100286532951301,0.12571428571428456,0.5,0.875,0.7619047619047619,0.7272727272727273,No,0.20000000000000004,0.3622222222222223,0.8419354838709677,Yes
62,W0063,2017-04-15,Sydney,0.27615062761506276,0.37373737373737365,0.36619718309859156,0.3524229074889868,0.7214285714285713,NW,0.4444444444444444,N,WSW,0.24074074074074073,0.10526315789473684,0.5308641975308641,0.37037037037037035,0.808022922636102,0.6828571428571415,0.625,0.25,0.3452380952380953,0.4141414141414141,No,0.20000000000000004,0.7266666666666667,0.1806451612903226,No
63,W0064,2018-08-22,Hobart,0.28033472803347287,0.3501683501683501,0.6197183098591549,0.6607929515418502,0.8928571428571428,ENE,0.15277777777777776,WSW,N,0.018518518518518517,0.15789473684210525,0.4938271604938272,0.5092592592592592,0.9799426934097433,0.5057142857142871,0.25,0.0,0.3888888888888889,0.36026936026936024,Yes,0.1,0.11111111111111112,0.4967741935483871,No
64,W0065,2016-05-10,Canberra,0.03765690376569039,0.1616161616161616,0.2394366197183099,0.762114537444934,0.3642857142857142,E,0.18055555555555555,WSW,E,0.38888888888888884,0.5087719298245614,0.1111111111111111,0.5925925925925926,0.7249283667621782,0.5371428571428574,0.625,0.5,0.08730158730158732,0.0572390572390572,No,0.20000000000000004,0.7933333333333333,0.26774193548387093,No
65,W0066,2016-12-15,Newcastle,0.4058577405857741,0.5387205387205387,0.2535211267605634,0.8237885462555067,0.8785714285714286,SSW,0.3333333333333333,E,E,0.2962962962962963,0.24561403508771928,0.5185185185185184,0.34259259259259256,0.5042979942693435,0.7485714285714309,0.625,0.5,0.46428571428571425,0.5757575757575757,No,0.5000000000000001,0.015555555555555559,0.5193548387096774,No
66,W0067,2017-04-30,Brisbane,0.5397489539748954,0.5084175084175082,0.14084507042253522,0.8634361233480177,0.7071428571428571,NW,0.2222222222222222,N,SE,0.2962962962962963,0.49122807017543857,0.0,0.4722222222222222,0.5042979942693435,0.6000000000000014,0.375,0.5,0.6190476190476191,0.4343434343434343,Yes,0.5000000000000001,0.16888888888888892,0.5451612903225806,No
67,W0068,2017-10-20,Hobart,0.07949790794979084,0.19865319865319858,0.9295774647887324,0.3656387665198238,0.35,SE,0.40645604395604396,SSW,WNW,0.4629629629629629,0.38596491228070173,0.4938271604938272,0.6944444444444444,0.5386819484240704,0.3771428571428572,1.0,1.0,0.14682539682539686,0.12794612794612786,No,0.9,0.5711111111111111,0.3161290322580645,Yes
68,W0069,2022-11-23,Townsville,0.7782426778242679,0.8888888888888888,0.22535211267605634,0.6255506607929515,0.5071428571428571,WSW,0.4444444444444444,ENE,S,0.5555555555555556,0.38596491228070173,0.1728395061728395,0.18518518518518517,0.8481375358166225,0.5057142857142871,0.0,0.0,0.9087301587301588,0.8922558922558921,No,0.8,0.42,0.8451612903225807,No
69,W0070,2021-04-10,Canberra,0.05020920502092052,0.29629629629629634,0.5492957746478873,0.5198237885462555,0.40714285714285714,NE,0.0,SW,WNW,0.37037037037037035,0.2982456140350877,0.14814814814814814,0.48148148148148145,0.7822349570200586,0.9628571428571462,0.125,0.375,0.2698412698412698,0.276094276094276,Yes,0.1,0.06666666666666667,0.13870967741935483,No
70,W0071,2022-01-08,Wollongong,0.31799163179916323,0.3771043771043771,0.6197183098591549,0.7797356828193833,0.8785714285714286,WNW,0.41666666666666663,SSW,S,0.037037037037037035,0.21052631578947367,0.39506172839506176,0.611111111111111,0.607449856733524,0.5514285714285698,0.0,0.125,0.3174603174603174,0.40067340067340057,No,0.20000000000000004,0.29333333333333333,0.264516129032258,No
71,W0072,2015-08-22,Townsville,0.8242677824267783,0.5993265993265993,0.14084507042253522,0.7180616740088106,0.9857142857142857,SW,0.5694444444444444,ESE,NW,0.24074074074074073,0.07017543859649122,0.419753086419753,0.39814814814814814,0.6066715415974961,0.6285714285714299,0.5,0.375,0.746031746031746,0.5925925925925926,No,0.9,0.29333333333333333,0.47066035780893833,No
