VehicleID,symboling,normalized_losses,make,fuel_type,aspiration,num_of_doors,body_style,drive_wheels,engine_location,wheel_base,length,width,height,curb_weight,engine_type,num_of_cylinders,engine_size,fuel_system,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price,car_color,registration_year,previous_owners,dealer_service_rating
V0036,0,141,bmw,gas,std,four,sedan,4wd,front,116.2,146.5,71.7,57.1,2572,dohc,three,274,1bbl,2.58,3.94,15.7,212,5387,28,32,45400,Red,1980,2,2.8
V0037,0,124,audi,gas,turbo,two,wagon,rwd,front,88.9,167.0,62.2,54.6,2319,ohcf,six,68,2bbl,3.05,3.24,12.9,800,5860,44,50,36906,Grey,1982,1,3.3
V0038,0,207,plymouth,gas,std,,hardtop,4wd,front,120.2,188.5,63.6,55.7,2805,ohc,six,229,mpfi,3.51,3.43,7.0,169,4167,24,32,19154,Brown,1987,4,3.2
V0039,0,118,mercedes-benz,gas,std,four,sedan,rwd,front,115.1,148.1,-68.9,49.2,1954,ohcv,six,163,idi,3.7,4.11,12.7,152,5359,34,37,45400,Grey,1987,3,1.9
V0040,-2,,audi,diesel,turbo,,hatchback,rwd,front,94.9,177.7,64.8,54.4,2528,ohc,six,264,mpfi,2.59,2.67,7.3,82,5386,22,27,42952,White,1984,5,3.0
V0041,-2,95,mercedes-benz,gas,std,two,sedan,rwd,front,87.1,184.2,65.0,55.3,3508,ohc,eight,72,2bbl,3.44,2.79,22.9,89,5080,37,43,36379,Grey,1980,4,1.7
V0042,0,225,toyota,diesel,turbo,four,convertible,rwd,front,115.5,170.1,68.9,56.4,2515,dohc,four,127,mpfi,3.39,3.85,16.8,189,4420,34,39,19262,Blue,1987,1,3.8
V0043,-1,91,toyota,diesel,std,four,wagon,fwd,front,106.0,187.8,70.8,56.2,1787,ohc,four,237,2bbl,3.42,3.86,13.1,,4669,33,40,22051,Red,1988,2,4.2
V0044,-3,130,nissan,gas,turbo,two,sedan,fwd,front,117.8,192.9,63.4,55.5,2280,ohc,four,215,2bbl,2.96,3.05,11.0,254,6578,33,41,26823,Grey,1987,5,3.0
V0045,0,162,toyota,gas,turbo,four,sedan,4wd,front,97.8,207.0,67.5,49.8,3501,ohc,eight,188,mpfi,2.69,2.07,7.5,60,4195,29,32,$18102,Grey,1982,1,1.2
V0046,2,242,honda,gas,std,four,sedan,rwd,front,111.3,181.4,62.5,56.5,3473,ohcv,six,252,mfi,3.03,3.95,17.5,102,5111,22,26,21805,Green,1987,2,3.8
V0047,2,240,volkswagen,gas,std,four,sedan,fwd,front,90.3,149.4,63.6,58.0,2863,dohcv,six,109,2bbl,3.29,2.28,22.0,,5922,34,40,13310,Green,1985,4,4.4
V0048,2,186,plymouth,gas,turbo,two,sedan,rwd,front,100.2,163.5,67.6,50.5,1707,ohc,twelve,278,mpfi,2.8,2.44,11.7,243,6001,29,35,24615,Silver,1982,3,3.5
V0049,1,112,chevrolet,gas,turbo,,wagon,rwd,front,103.4,170.1,70.0,51.5,3959,ohc,two,249,2bbl,3.23,3.93,200,192,5882,20,26,23490,Red,1986,1,1.2
V0050,3,243,mazda,gas,std,four,hardtop,fwd,front,101.4,156.9,63.2,57.5,2864,ohc,six,253,spdi,2.68,2.24,18.8,86,6363,28,34,20564,Grey,1980,1,2.9
V0051,-1,231,volkswagen,gas,std,two,hatchback,rwd,front,88.9,207.6,63.0,55.7,3512,dohc,six,225,1bbl,2.82,2.16,14.2,48,6488,27,30,20836,Silver,1980,3,4.4
V0052,2,124,porsche,diesel,std,four,sedan,fwd,front,102.9,187.4,64.6,49.3,3654,ohc,eight,304,1bbl,3.11,3.48,7.5,115,6267,23,29,,Black,1985,3,4.1
V0053,-3,94,subaru,gas,turbo,four,hatchback,rwd,front,112.2,195.8,67.8,55.1,3246,ohc,six,93,2bbl,3.79,4.08,11.0,152,5352,41,46,18942,Black,1985,4,4.2
V0054,2,,nissan,gas,turbo,four,sedan,rwd,front,119.1,203.0,65.0,56.4,2443,ohc,eight,269,mpfi,3.43,3.68,15.8,134,5173,24,29,23078,Red,1989,2,2.2
V0055,1,120,toyota,gas,std,four,sedan,rwd,front,91.3,148.8,69.1,53.3,3099,l,eight,261,mpfi,3.36,3.39,20.4,,6424,26,29,21753,Brown,1984,3,3.2
V0056,3,150,toyota,gas,std,four,convertible,fwd,front,95.2,152.1,64.0,55.3,1884,ohc,six,73,2bbl,3.42,2.77,11.0,75,6089,42,47,,Blue,1983,1,4.1
V0057,-1,174,toyota,gas,std,four,hatchback,rwd,front,90.4,160.4,63.9,48.4,3207,dohc,two,93,mpfi,3.81,3.32,7.3,179,6505,36,44,17103,White,1985,2,3.3
V0058,-3,239,toyota,gas,std,four,sedan,rwd,front,-120.8,150.4,66.2,56.9,1937,ohc,four,277,2bbl,3.08,3.32,14.5,112,6416,23,31,24386,Brown,1984,3,1.4
V0059,-3,193,toyota,gas,std,four,wagon,fwd,front,116.4,181.1,68.0,48.0,2952,ohc,four,194,idi,2.81,2.99,-1,264,5355,32,38,26163,Green,1980,1,3.1
V0060,-2,231,toyota,gas,std,,wagon,4wd,front,103.3,182.5,72.0,52.1,3105,ohcv,four,130,mpfi,,,22.5,267,4259,34,40,23835,Black,1990,5,1.8
V0061,1,138,toyota,gas,std,four,sedan,fwd,front,118.9,202.0,66.9,48.7,3072,ohcv,six,83,idi,3.79,,15.0,225,4663,38,46,18360,Silver,1985,2,1.1
V0062,-2,,mitsubishi,gas,turbo,two,hatchback,4wd,front,107.3,194.7,60.5,58.5,3199,dohcv,six,9999,mpfi,2.93,3.16,21.7,173,5454,28,31,21106,Silver,1987,4,2.4
V0063,1,234,mitsubishi,gas,std,two,sedan,rwd,front,108.6,165.9,65.0,53.4,2886,ohc,eight,228,4bbl,3.74,3.06,14.8,241,6564,32,40,24381,Green,1982,4,2.3
V0064,2,174,chevrolet,gas,std,four,hatchback,4wd,front,97.5,189.0,69.6,53.7,2212,ohc,four,292,mpfi,3.61,2.42,19.2,173,4510,23,30,23644,Red,1987,4,1.0
V0065,-2,,saab,gas,std,four,sedan,fwd,front,94.8,196.7,64.8,49.4,3662,l,four,280,mpfi,2.55,,8.9,268,5036,17,24,43848,Green,1983,1,1.6
V0066,3,198,mazda,gas,std,two,convertible,fwd,front,116.9,196.5,69.9,58.2,1771,ohc,six,307,mpfi,2.83,3.4,15.9,,4561,25,30,23185,Blue,1986,4,3.3
V0067,2,69,audi,diesel,std,four,hatchback,fwd,front,-120.3,150.8,63.0,51.4,2027,ohc,four,264,mpfi,3.02,2.52,16.4,241,4487,25,33,45400,Blue,1984,4,4.2
V0068,-2,145,nissan,gas,std,four,hatchback,rwd,front,118.3,206.9,67.1,59.0,1761,ohcv,four,264,4bbl,3.48,2.62,22.5,98,4980,31,35,20583,Silver,1982,2,2.4
V0069,2,113,honda,gas,std,,wagon,rwd,front,111.9,193.0,67.8,55.6,3243,dohc,six,298,mpfi,,3.6,16.0,239,4870,18,24,29849,Silver,1981,4,2.6
V0070,0,142,volkswagen,gas,std,four,wagon,fwd,front,95.6,148.0,71.5,56.8,2169,ohcf,four,319,2bbl,2.86,2.82,8.3,282,5814,24,29,31495,White,1981,2,4.7
V0071,0,98,subaru,gas,std,four,sedan,rwd,front,87.1,194.1,64.0,52.9,2979,ohc,six,75,2bbl,3.64,2.72,12.1,104,4937,44,51,14456,Black,1985,3,4.2
V0072,2,250,jaguar,gas,turbo,four,sedan,fwd,front,96.8,199.0,62.2,52.9,3151,ohc,four,93,2bbl,3.05,2.22,22.3,222,4167,35,41,45400,Grey,1981,4,3.0
V0073,2,99,audi,gas,turbo,four,wagon,fwd,front,86.7,190.3,63.0,58.3,2766,ohc,six,217,mpfi,3.69,2.7,11.7,234,6281,33,38,45400,Silver,1987,3,4.0
V0074,-1,121,bmw,gas,std,two,sedan,rwd,front,115.6,146.5,68.3,50.0,3182,ohcv,six,210,2bbl,2.66,,22.8,54,5836,32,36,45400,Blue,1980,1,4.8
V0075,1,204,plymouth,gas,std,four,wagon,rwd,front,88.1,175.0,70.6,55.3,3940,ohc,two,142,spdi,3.34,4.12,19.7,,5773,28,34,19023,White,1981,5,1.0
V0076,2,74,dodge,gas,std,four,hatchback,fwd,front,88.8,200.6,71.7,55.6,1907,ohcv,twelve,226,spdi,2.82,,14.1,131,5761,35,42,17957,Blue,1987,4,3.5
V0077,-3,81,audi,diesel,std,four,sedan,fwd,front,120.6,152.0,67.9,54.9,3951,ohc,two,172,2bbl,3.69,3.61,15.5,215,,29,33,45400,Red,1980,5,4.0
V0078,-3,76,alfa-romero,gas,std,four,hatchback,fwd,front,120.6,164.4,69.8,56.1,1958,ohc,five,160,2bbl,2.71,3.83,8.2,205,6308,37,42,30186,Silver,1989,1,2.0
V0079,-2,79,honda,diesel,std,two,sedan,fwd,front,101.4,191.0,61.9,58.0,3685,dohc,five,282,mpfi,2.72,3.91,7.0,159,4449,22,25,25887,Silver,1988,4,3.0
V0080,2,220,volvo,gas,std,four,sedan,rwd,front,106.7,166.7,67.3,58.0,2676,ohc,two,101,spdi,2.67,3.58,21.2,254,4726,36,43,37650,Grey,1985,4,4.1
V0081,-2,129,nissan,gas,std,,sedan,fwd,front,115.9,193.3,62.9,50.5,2410,dohc,four,270,2bbl,3.75,4.1,17.9,169,4691,24,31,23527,Blue,1984,3,2.7
V0082,0,220,toyota,gas,std,four,hatchback,fwd,front,93.8,168.1,70.3,53.3,2332,ohc,three,150,4bbl,2.75,2.29,19.2,261,6053,37,45,23257,White,1987,1,2.7
V0083,-2,,porsche,gas,std,four,hatchback,rwd,front,101.9,179.8,68.6,54.1,2930,dohc,eight,111,1bbl,2.6,2.15,9.3,267,5031,35,42,45400,Silver,1982,5,2.7
V0084,-3,128,mazda,gas,turbo,four,wagon,fwd,front,117.1,200.2,66.3,58.5,2322,ohc,six,103,2bbl,3.43,3.92,22.4,,5798,37,43,21690,Red,1984,1,1.0
V0085,-1,108,nissan,gas,turbo,four,hardtop,rwd,front,93.8,182.0,61.2,49.6,4059,dohcv,four,68,mpfi,3.76,3.22,22.5,248,4507,40,43,20349,Brown,1982,1,2.1
V0086,-3,218,jaguar,d,std,,hardtop,fwd,front,112.6,202.8,61.5,55.6,2522,l,eight,133,spdi,3.46,,7.0,288,,32,35,45400,Brown,1986,3,1.2
V0087,0,84,jaguar,gas,std,two,sedan,rwd,front,92.2,147.9,67.5,47.8,1949,ohc,six,323,mfi,2.98,3.05,15.7,136,5690,20,24,45400,Brown,1988,3,2.2
V0088,0,,subaru,gas,std,two,sedan,4wd,front,114.9,199.6,69.2,54.1,2218,dohc,two,83,4bbl,2.68,4.06,21.3,230,5461,38,46,19748,Blue,1989,1,1.2
V0089,1,185,honda,gas,std,four,sedan,fwd,front,99.9,170.7,62.8,49.5,1804,dohc,two,254,mpfi,3.11mm,2.53,12.7,118,5168,0,33,22057,Brown,1990,5,2.0
V0090,3,181,subaru,gas,turbo,four,sedan,fwd,front,103.8,-161.1,69.9,55.1,3241,ohcv,four,323,2bbl,2.81,2.44,7.9,255,6539,20,24,34449,Grey,1987,2,2.1
V0091,1,129,volvo,diesel,Std,two,hatchback,fwd,front,98.1,199.5,70.7,49.7,2080,ohc,three,275,mpfi,3.56,4.09,11.6,94,4631,24,28,38706,White,1987,4,3.2
V0092,-1,129,volkswagen,gas,std,four,wagon,4wd,front,99.8,186.3,62.1,51.8,3905,ohc,eight,293,2bbl,3.19,2.15,20.9,165,5653,15,22,28395,Red,1990,3,4.1
V0093,3,173,dodge,gas,std,four,sedan,fwd,rear,103.5,141.5,70.6,59.3,3463,ohc,six,201,2bbl,3.92,3.99,11.5,,6512,26,29,19062,Red,1988,1,3.0
V0094,2,147,volvo,gas,std,four,sedan,rwd,front,111.1,193.8,63.6,57.0,2728,ohcf,four,308,2bbl,3.2,3.45,16.2,285,6226,26,31,45400,Blue,1989,3,3.3
V0095,-1,76,mazda,gas,std,four,hatchback,fwd,front,119.9,165.8,71.0,59.6,3845,dohc,four,203,mpfi,3.81,3.43,19.5,152,6511,26,32,22436,Black,1984,2,4.2
V0096,2,180,saab,gas,std,two,hatchback,fwd,front,117.3,177.7,65.0,51.7,1590,ohc,eight,164,spdi,2.67,2.75,17.4,230,4821,34,37,31520,Grey,1981,5,3.8
V0097,0,107,mazda,diesel,std,,hatchback,rwd,front,90.3,171.7,70.8,58.3,2494,dohc,six,81,2bbl,3.26,3.39,7.8,0,5950,43,48,14581,Red,1989,1,3.8
V0098,2,100,toyota,gas,turbo,four,sedan,fwd,front,-112.8,184.6,68.0,51.5,3279,ohcv,five,90,mpfi,3.83,2.31,16.8,62,5416,35,38,12394,Grey,1982,4,4.8
V0099,3,,honda,gas,std,four,hatchback,rwd,front,88.2,208.1,69.2,52.1,3736,ohc,three,224,2bbl,3.58,3.56,10.8,252,5401,26,31,25878,Grey,1982,5,3.4
V0100,0,217,subaru,gas,turbo,four,sedan,rwd,front,96.2,176.8,60.8,51.4,3285,ohcv,four,120,2bbl,3.93,2.88,20.7,264,5335,33,39,23204,Green,1989,3,4.3
V0101,2,,volkswagen,gas,std,four,hardtop,4wd,front,118.9,185.7,64.8,48.5,2946,l,five,62,2bbl,3.52,3.59,21.2,83,4255,38,45,12695,Silver,1989,4,3.1
V0102,0,255,nissan,gas,std,four,hardtop,rwd,front,95.1,157.8,62.6,54.7,1800,ohcv,four,9999,mpfi,2.61,3.18,22.5,58,5115,42,50,13914,Blue,1990,1,2.8
V0103,0,242,jaguar,gas,std,two,sedan,rwd,front,97.7,179.8,68.5,50.2,2043,ohc,four,217,mpfi,3.33,3.39,15.7,144,5939,28,32,45400,Silver,1990,3,2.9
V0104,-1,210,saab,gas,std,four,hatchback,fwd,front,102.0,185.5,63.0,55.5,1960,ohc,three,95,mpfi,3.0,4.05,11.1,222,5781,41,48,27592,Silver,1981,4,4.3
V0105,1,73,toyota,gas,turbo,four,wagon,fwd,front,87.0,189.0,61.5,59.3,2191,dohc,four,100,spdi,3.63,4.05,21.1,9999,4283,40,45,,Blue,1982,2,2.4
V0106,-1,182,chevrolet,gas,turbo,two,hatchback,fwd,front,106.8,150.7,66.9,58.5,2405,ohc,three,284,1bbl,3.39,3.02,7.7,230,5445,21,27,25488,Blue,1986,5,4.1
V0107,-2,250,bmw,diesel,std,four,wagon,rwd,front,116.5,204.7,68.0,55.3,1694,ohcv,four,204,mpfi,3.79,3.0,16.6,148,4814,29,37,45400,Red,1986,2,3.4
V0108,0,106,nissan,gas,std,four,sedan,fwd,front,94.9,194.3,69.4,56.9,4013,ohc,six,307,idi,3.66,2.24,12.6,268,6587,14,18,30585,Grey,1987,2,2.6
V0109,-3,205,honda,diesel,turbo,two,sedan,4wd,front,87.4,174.9,61.8,56.3,1641,ohc,two,85,2bbl,2.61,2.3,20.4,,4624,45,51,,Silver,1982,2,3.8
V0110,-3,203,volkswagen,diesel,std,four,wagon,fwd,front,115.6,182.7,71.2,48.8,2368,ohcv,four,290,mpfi,3.09,3.81,13.7,234,5484,20,28,28021,Grey,1986,1,3.7
V0111,0,176,mazda,g,std,two,hatchback,rwd,front,115.5,150.6,67.7,56.7,3550,ohc,five,140,mpfi,3.37,2.59,16.1,67,5469,36,40,17767,Green,1981,1,2.4
V0112,-3,84,mazda,gas,std,four,hatchback,fwd,front,118.5,202.2,60.6,55.1,2770,dohc,three,321,idi,3.54,4.04,13.1,197,4283,19,25,29715,Brown,1983,5,3.0
V0113,0,100,toyota,gas,std,four,sedan,fwd,front,92.4,159.1,65.4,51.8,2292,dohc,six,191,2bbl,3.61,2.09,12.7,123,6345,33,41,19156,Red,1989,1,2.1
V0114,2,138,mazda,gas,std,four,hardtop,rwd,front,119.5,197.7,64.3,59.6,2473,dohc,five,312,2bbl,2.78,,20.3,179,4442,24,28,27901,Blue,1986,5,4.5
V0115,-2,212,mazda,gas,std,four,sedan,fwd,rear,103.9,205.2,66.7,54.0,3078,dohcv,four,68,mpfi,3.36,4.13,14.7,174,6438,38,42,15436,Blue,1985,4,4.7
V0116,-1,97,mercedes-benz,gas,std,four,sedan,fwd,front,113.1,171.7,61.5,58.1,3614,ohc,three,279,1bbl,3.89,,10.6,165,4605,18,25,45400,Green,1984,4,2.7
V0117,-3,104,volvo,gas,std,four,hatchback,4wd,front,98.3,164.2,68.2,55.6,3200,ohc,four,142,2bbl,3.69,,14.6,62,5816,31,39,30075,Black,1981,1,2.6
V0118,-3,228,mazda,gas,std,four,sedan,rwd,front,109.4,146.7,70.6,55.6,2612,ohc,four,254,2bbl,3.88,2.95,9.9,,,29,32,19070,Brown,1986,4,3.2
V0119,-3,74,mitsubishi,gas,turbo,two,hatchback,fwd,front,109.7,180.3,70.2,59.1,1931,dohc,six,228,4bbl,2.85,2.2,20.2,280,5387,32,35,23016,Silver,1987,1,1.4
V0120,0,142,dodge,gas,std,four,sedan,rwd,front,96.5,173.2,71.7,50.7,1964,rotor,two,66,mpfi,3.05mm,4.09,21.5,183,4176,44,48,14669,Brown,1985,3,4.2
V0121,0,231,honda,gas,std,four,sedan,fwd,front,118.4,194.6,70.3,50.2,2698,ohc,eight,107,spdi,2.7,3.53,21.4,106,6335,35,42,16146,Blue,1982,1,3.1
V0122,-3,97,volkswagen,gas,std,two,hatchback,rwd,front,104.3,180.5,61.6,47.9,1764,dohc,five,125,1bbl,2.9,2.95,18.6,161,4911,38,42,16351,Silver,1986,5,4.8
V0123,-2,110,honda,gas,std,two,hatchback,rwd,front,102.5,185.8,70.6,47.9,2634,ohc,six,293,1bbl,,2.56,8.3,243,6085,22,25,28229,Silver,1986,4,2.3
V0124,2,217,audi,gas,std,two,sedan,rwd,front,97.3,167.6,63.1,57.9,3204,dohc,five,65,spdi,2.74,2.85,15.3,67,5197,43,49,24267,Black,1987,1,1.4
V0125,2,,mercedes-benz,gas,turbo,four,sedan,fwd,front,112.1,192.3,64.9,57.1,3715,ohc,four,247,2bbl,,2.48,20.5,,6107,24,27,45400,Black,1990,3,3.7
V0126,2,178,isuzu,gas,std,,hatchback,fwd,front,114.2,150.5,60.4,57.8,2398,ohc,five,251,1bbl,3.85,2.25,16.4,,4457,23,26,23179,Green,1981,3,1.5
V0127,3,190,  audi,gas,std,four,sedan,fwd,front,104.9,170.7,68.1,57.9,2751,dohc,four,245,idi,2.55,,11.2,200,4891,31,37,26023,Silver,1987,1,3.5
V0128,2,175,mazda,gas,std,four,wagon,4wd,front,87.6,203.3,69.0,51.8,1873,ohcf,eight,259,idi,3.07,,20.6,94,4542,28,33,20669,Brown,1987,1,1.7
V0129,3,126,nissan,gas,std,four,hatchback,4wd,front,118.3,203.9,71.3,51.5,1846,ohcv,four,265,2bbl,2.99,4.04,16.2,149,5387,31,35,,White,1984,2,2.0
V0130,-3,225,volkswagen,gas,turbo,four,sedan,rwd,front,87.8,195.5,69.5,52.9,2605,l,three,290,mpfi,3.78,2.66,14.5,162,,24,32,25366,Green,1986,4,2.3
V0131,1,159,saab,gas,std,four,sedan,fwd,front,118.3,145.4,64.4,58.7,3051,dohc,three,284,idi,,2.31,8.4,70,5543,22,30,32981,Black,1985,4,3.3
V0132,-2,183,mazda,diesel,std,two,wagon,fwd,front,106.2,203.2,62.1,51.2,1780,ohc,five,271,mpfi,2.75,2.74,19.1,227,6532,29,33,26849,Grey,1982,4,1.7
V0133,-1,159,TOYOTA ,gas,STD,two,sedan,fwd,front,120.9,164.5,68.1,57.2,1652,ohcv,twelve,163,idi,3.41,2.57,14.6,77,6460,36,42,17716,Black,1989,1,4.1
V0134,0,159,nissan,gas,std,four,hatchback,fwd,front,94.2,168.3,63.6,51.2,3672,dohc,six,315,1bbl,3.87,3.67,18.4,163,5067,14,20,27267,Red,1981,3,2.3
V0135,0,,porsche,gas,std,four,sedan,rwd,front,112.3,176.2,62.7,49.1,2664,ohc,four,279,idi,3.2,3.67,8.0,164,5574,24,32,45400,Grey,1984,4,4.9
V0136,-1,142,honda,gas,std,four,hatchback,fwd,front,98.7,147.3,67.5,51.7,3065,ohc,six,104,1bbl,3.32,4.15,10.9,181,,39,43,17535,Silver,1982,1,1.7
V0137,-2,221,bmw,gas,std,,sedan,fwd,front,118.5,147.3,63.9,52.2,3040,l,three,94,mpfi,2.73,3.53,11.4,182,5844,42,46,45400,White,1989,5,4.9
V0138,2,230,subaru,gas,std,four,hatchback,fwd,front,115.2,161.5,67.0,53.4,1597,ohcv,four,214,mfi,3.71,3.06,17.5,276,5328,35,39,28638,Black,1981,3,3.0
